source_id,target_arti_id,ref_type,raw_citation
ART002398022,ART002106397,학술지(정기간행물),"<title>人工知能(로봇)의 법적 쟁점에 대한 試論的 考察</title>
          <author>김윤명</author>
          <journal-name>정보법학</journal-name>
          <pubi-year>2016</pubi-year>
          <volume>20</volume>
          <isseue>1</isseue>
          <serno />
          <page>141-176</page>
          <pubilisher>한국정보법학회</pubilisher>
          <doi />"
ART002398022,ART002350963,학술지(정기간행물),"<title>인공지능 로봇의 출현으로 인한 법적 논란에 관한 영역별 쟁점의 고찰</title>
          <author>김종호</author>
          <journal-name>법이론실무연구</journal-name>
          <pubi-year>2018</pubi-year>
          <volume>6</volume>
          <isseue>2</isseue>
          <serno />
          <page>225-263</page>
          <pubilisher>사단법인 한국법이론실무학회</pubilisher>
          <doi />"
ART002398022,ART002236622,학술지(정기간행물),"<title>과학적 증거의 증거능력 판단에 관한 소고</title>
          <author>김종호</author>
          <journal-name>일감법학</journal-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue>37</isseue>
          <serno />
          <page>275-308</page>
          <pubilisher>법학연구소</pubilisher>
          <doi><![CDATA[http://dx.doi.org/10.35148/ilsilr.2017..37.275]]></doi>"
ART002398022,ART002156484,학술지(정기간행물),"<title>연구의 자유와 과학‧기술의 이중활용(Dual Use) 문제점에 관한 법적 검토</title>
          <author>김종호</author>
          <journal-name>법이론실무연구</journal-name>
          <pubi-year>2016</pubi-year>
          <volume>4</volume>
          <isseue>2</isseue>
          <serno />
          <page>43-79</page>
          <pubilisher>사단법인 한국법이론실무학회</pubilisher>
          <doi />"
ART002398022,ART002313380,학술지(정기간행물),"<title>지능형 로봇과 민사책임</title>
          <author>김진우</author>
          <journal-name>저스티스</journal-name>
          <pubi-year>2018</pubi-year>
          <volume>164</volume>
          <isseue />
          <serno>164</serno>
          <page>46-80</page>
          <pubilisher>한국법학원</pubilisher>
          <doi><![CDATA[http://dx.doi.org/10.29305/tj.2018.02.164.46]]></doi>"
ART002398022,,학술지(정기간행물),"<title>자동차의 자율운행기능에 따른 법률 환경의 변화와 대응</title>
          <author>김형준</author>
          <journal-name>지능정보화 법제연구</journal-name>
          <pubi-year>2016</pubi-year>
          <volume />
          <isseue>4</isseue>
          <serno />
          <page>1-21</page>
          <pubilisher />
          <doi />"
ART002398022,,단행본,"<title>특이점이 온다(The Singularity is near)</title>
          <author>레이 커즈와일</author>
          <pubilisher>김영사</pubilisher>
          <pubi-year>2007</pubi-year>
          <page>52-53</page>"
ART002398022,,보고서,"<title>“프라이버시 보호: 신화에서 규범으로,” 개인정보보호법제 개선을 위한 정책연구보고서</title>
          <author>문재완</author>
          <pubilisher>한국외대 법학전문대학원</pubilisher>
          <pubi-year>2013</pubi-year>
          <page>2-10</page>"
ART002398022,,단행본,"<title>생명공학 시대의 법과 윤리</title>
          <author>박은정</author>
          <pubilisher>이화여자대학교 출판문화원</pubilisher>
          <pubi-year>2000</pubi-year>
          <page>92-</page>"
ART002398022,ART002239712,학술지(정기간행물),"<title>인공지능 시대의 도래에 따른 문제점 및 노동법적 쟁점 연구</title>
          <author>박진호</author>
          <journal-name>법조</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>66</volume>
          <isseue>3</isseue>
          <serno />
          <page>236-285</page>
          <pubilisher>법조협회</pubilisher>
          <doi><![CDATA[http://dx.doi.org/10.17007/klaj.2017.66.3.006]]></doi>"
ART002398022,,보고서,"<title>소비자 직판 유전자 검사에 대한 우려와 DTC 산업의 현황</title>
          <author>박희정</author>
          <pubilisher>코센리포트</pubilisher>
          <pubi-year>2011</pubi-year>
          <page>-</page>"
ART002398022,ART002189729,학술지(정기간행물),"<title>인공지능 창작물의 저작권 보호</title>
          <author>손승우</author>
          <journal-name>정보법학</journal-name>
          <pubi-year>2016</pubi-year>
          <volume>20</volume>
          <isseue>3</isseue>
          <serno />
          <page>83-110</page>
          <pubilisher>한국정보법학회</pubilisher>
          <doi />"
ART002398022,,보고서,"<title>제4차 산업혁명과 미래교육 실천방안</title>
          <author>윤종혁</author>
          <pubilisher>한국교육개발원</pubilisher>
          <pubi-year>2017</pubi-year>
          <page>9-32</page>"
ART002398022,ART001230530,학술지(정기간행물),"<title>형법에 있어서의 이익형량</title>
          <author>이용식</author>
          <journal-name>서울대학교 법학</journal-name>
          <pubi-year>2007</pubi-year>
          <volume>48</volume>
          <isseue>2</isseue>
          <serno />
          <page>1-30</page>
          <pubilisher>법학연구소</pubilisher>
          <doi />"
ART002398022,,보고서,"<title>디지털시대, 예술과 기술의 상호작용 연구</title>
          <author>임학순</author>
          <pubilisher>정보통신정책연구원</pubilisher>
          <pubi-year>2005</pubi-year>
          <page>334-338</page>"
ART002398022,,보고서,"<title>인공지능 사회를 대비한 민사법적 과제 연구</title>
          <author>정진명</author>
          <pubilisher>법무부</pubilisher>
          <pubi-year>2017</pubi-year>
          <page>112-145</page>"
ART002398022,,학술대회논문,"<title>각국의 기본소득 실험과 정책적 시사점</title>
          <author>최한수</author>
          <conference-name>재정포럼 현안분석</conference-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>32-56</page>
          <pubilisher />
          <doi />"
ART002398022,,학술지(정기간행물),"<title>인공지능의 현재와 미래·산업계를 중심으로</title>
          <author>한상기</author>
          <journal-name>KISA Report Power Review</journal-name>
          <pubi-year>2015</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002398022,,학술지(정기간행물),"<title>生成的倫理とその広告への適用について</title>
          <author>チェン ドミニク(Chen Dominick)</author>
          <journal-name>人工知能學會誌</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>32</volume>
          <isseue>4</isseue>
          <serno />
          <page>509-</page>
          <pubilisher />
          <doi />"
ART002398022,,학술지(정기간행물),"<title>A moral Machines, or: How Roboticists Can Learn to Stop Worrying and Love the Law</title>
          <author>Bryan Casey</author>
          <journal-name>North Western Univ. Law Review</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>111</volume>
          <isseue />
          <serno />
          <page>231-</page>
          <pubilisher />
          <doi />"
ART002398022,,기타자료,"<title>Five Dallas Officers Were Killed as Payback, Police Chief Says</title>
          <author>Manny Fernandez</author>"
ART002398022,,보고서,"<title>Positive Impact of Industrial Robots on Employment</title>
          <author>Metra Martech</author>
          <pubilisher>IFR</pubilisher>
          <pubi-year>2013</pubi-year>
          <page>-</page>"
ART002398022,,학술지(정기간행물),"<title>The Singularity May Never Be Near</title>
          <author>Toby Walsh</author>
          <journal-name>AI Magazine</journal-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002398022,,단행본,"<title>Vision-21:Interdisciplinary Science and Engineering in the Era of Cyberspace</title>
          <author>Vernor Vinge</author>
          <pubilisher>NASA Publication</pubilisher>
          <pubi-year>1993</pubi-year>
          <page>115-126</page>"
ART003008427,,,"<reference refebibl-id=""REF065947560"" arti-id=""ART002507018"" type-code=""01"" type-name=""학술지(정기간행물)"">
          <title>디지털저작물에 있어 일본의 유연한 권리제한규정(柔軟な権利制限規定)의 시사점 -비향수이용 규정(일본 저작권법 제30조의4)을 중심으로-</title>
          <author>고수윤</author>
          <journal-name>계간 저작권</journal-name>
          <pubi-year>2019</pubi-year>
          <volume>32</volume>
          <isseue>3</isseue>
          <serno />
          <page>29-61</page>
          <pubilisher>한국저작권위원회</pubilisher>
          <doi />"
ART003008427,ART002929583,학술지(정기간행물),"<title>저작권법상 텍스트·데이터 마이닝(TDM) 면책규정 도입 방향의 검토</title>
          <author>류시원</author>
          <journal-name>선진상사법률연구</journal-name>
          <pubi-year>2023</pubi-year>
          <volume />
          <isseue>101</isseue>
          <serno />
          <page>347-390</page>
          <pubilisher>법무부</pubilisher>
          <doi />"
ART003008427,ART002777504,학술지(정기간행물),"<title>저작권법상 인공지능 학습용 데이터셋의 보호와 쟁점 ―텍스트·데이터마이닝(TDM) 면책규정을 중심으로―</title>
          <author>차상육</author>
          <journal-name>경영법률</journal-name>
          <pubi-year>2021</pubi-year>
          <volume>32</volume>
          <isseue>1</isseue>
          <serno />
          <page>1-55</page>
          <pubilisher>한국경영법률학회</pubilisher>
          <doi />"
ART003008427,ART002885743,학술지(정기간행물),"<title>데이터마이닝 면책 입법 방향에 대한 의문</title>
          <author>홍승기</author>
          <journal-name>경영법률</journal-name>
          <pubi-year>2022</pubi-year>
          <volume>32</volume>
          <isseue>4</isseue>
          <serno />
          <page>1-44</page>
          <pubilisher>한국경영법률학회</pubilisher>
          <doi />"
ART003008427,,기타자료,"<title>Musiclm: Generating music from text</title>
          <author>Agostinelli, Andrea</author>"
ART003008427,,기타자료,"<title>On the opportunities and risks of foundation models</title>
          <author>Bommasani, Rishi</author>"
ART003008427,,기타자료,"<title>Language models are few-shot learners</title>
          <author>Brown, Tom</author>"
ART003008427,,기타자료,"<title>Evaluating large language models trained on code</title>
          <author>Chen, Mark</author>"
ART003008427,,기타자료,"<title>Bert: Pre-training of deep bidirectional transformers for language understanding</title>
          <author>Devlin, Jacob</author>"
ART003008427,,기타자료,"<title>Documenting large webtext corpora: A case study on the colossal clean crawled corpus</title>
          <author>Dodge, Jesse</author>"
ART003008427,,기타자료,"<title>What changes can large-scale language models bring? intensive study on hyperclova: Billions-scale korean generative pretrained transformers</title>
          <author>Kim, Boseop</author>"
ART003008427,,학술대회논문,"<title>Zero-shot text-to-image generation</title>
          <author>Ramesh, Aditya</author>
          <conference-name>International Conference on Machine Learning</conference-name>
          <pubi-year>2021</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher>PMLR</pubilisher>
          <doi />"
ART003008427,,학술대회논문,"<title>High-resolution image synthesis with latent diffusion models</title>
          <author>Rombach, Robin</author>
          <conference-name>Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition</conference-name>
          <pubi-year>2022</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART003008427,,기타자료,"<title>Llama: Open and efficient foundation language models</title>
          <author>Touvron, Hugo</author>"
ART002159189,,,"<reference refebibl-id=""REF041333385"" type-code=""03"" type-name=""단행본"">
          <title>인공지능과 딥러닝</title>
          <author>마쓰오 유타카</author>
          <pubilisher>동아엠앤비</pubilisher>
          <pubi-year>2015</pubi-year>
          <page>-</page>"
ART002159189,,단행본,"<title>저작권법</title>
          <author>박성호</author>
          <pubilisher>박영사</pubilisher>
          <pubi-year>2014</pubi-year>
          <page>-</page>"
ART002159189,,단행본,"<title>시퀀싱과 믹싱</title>
          <author>박운영</author>
          <pubilisher>혜지원</pubilisher>
          <pubi-year>2005</pubi-year>
          <page>-</page>"
ART002159189,,단행본,"<title>저작권법</title>
          <author>오승종</author>
          <pubilisher>박영사</pubilisher>
          <pubi-year>2016</pubi-year>
          <page>-</page>"
ART002159189,,단행본,"<title>체험 인공지능</title>
          <author>정기철</author>
          <pubilisher>홍릉과학출판사</pubilisher>
          <pubi-year>2016</pubi-year>
          <page>-</page>"
ART002159189,,단행본,"<title>컴퓨터 음악</title>
          <author>최영준</author>
          <pubilisher>영진닷컴</pubilisher>
          <pubi-year>2002</pubi-year>
          <page>-</page>"
ART002159189,,단행본,"<title>The Policeman’s Beard is Half Constructed</title>
          <author>Racter</author>
          <pubilisher>Warner Books, Inc.</pubilisher>
          <pubi-year>1984</pubi-year>
          <page>-</page>"
ART002159189,,기타자료,"<title>인공지능의 발전, 그리고 저작권</title>
          <author>권용수</author>"
ART002159189,,기타자료,"<title>인공지능 창작물의 저작권 보호 검토</title>
          <author>권용수</author>"
ART002159189,ART001408176,학술지(정기간행물),"<title>컴퓨터음악의 새로운 가능성에 대한 연구</title>
          <author>김성은 ; 송은지</author>
          <journal-name>디지털컨텐츠학회논문지</journal-name>
          <pubi-year>2009</pubi-year>
          <volume>10</volume>
          <isseue>4</isseue>
          <serno />
          <page>561-568</page>
          <pubilisher>한국디지털콘텐츠학회</pubilisher>
          <doi />"
ART002159189,ART002106397,학술지(정기간행물),"<title>人工知能(로봇)의 법적 쟁점에 대한 試論的 考察</title>
          <author>김윤명</author>
          <journal-name>정보법학</journal-name>
          <pubi-year>2016</pubi-year>
          <volume>20</volume>
          <isseue>1</isseue>
          <serno />
          <page>141-176</page>
          <pubilisher>한국정보법학회</pubilisher>
          <doi />"
ART002159189,,보고서,"<title>인공지능과 법적 쟁점</title>
          <author>김윤명</author>
          <pubilisher>소프트웨어정책연구소</pubilisher>
          <pubi-year>2016</pubi-year>
          <page>-</page>"
ART002159189,,학술지(정기간행물),"<title>알고리즘 컴퓨터 음악의 역사와 유형</title>
          <author>노영해</author>
          <journal-name>음악연구</journal-name>
          <pubi-year>2004</pubi-year>
          <volume>32</volume>
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher>한국음악학회</pubilisher>
          <doi />"
ART002159189,,학술지(정기간행물),"<title>인공지능의 혁신 딥러닝...클라우드와 빅데이터 플랫폼 덕</title>
          <author>도안구</author>
          <journal-name>철도저널</journal-name>
          <pubi-year>2015</pubi-year>
          <volume>18</volume>
          <isseue>6</isseue>
          <serno />
          <page>-</page>
          <pubilisher>한국철도학회</pubilisher>
          <doi />"
ART002159189,ART002109743,학술지(정기간행물),"<title>독일에서 진행 중인 디지털 시대의 음악 논쟁</title>
          <author>신혜수</author>
          <journal-name>음악이론연구</journal-name>
          <pubi-year>2016</pubi-year>
          <volume>26</volume>
          <isseue />
          <serno />
          <page>142-165</page>
          <pubilisher>서양음악연구소</pubilisher>
          <doi />"
ART002159189,,학술지(정기간행물),"<title>인공지능과 딥러닝이 가져올 변화</title>
          <author>장윤옥</author>
          <journal-name>철도저널</journal-name>
          <pubi-year>2015</pubi-year>
          <volume>18</volume>
          <isseue>1</isseue>
          <serno />
          <page>-</page>
          <pubilisher>한국철도학회</pubilisher>
          <doi />"
ART002159189,ART001906841,학술지(정기간행물),"<title>자동작곡시스템 구현을 위한 인공신경망의 학습방법</title>
          <author>조제민 ; 류은미 ; 오진우 ; 정성훈</author>
          <journal-name>정보처리학회논문지. 소프트웨어 및 데이터 공학</journal-name>
          <pubi-year>2014</pubi-year>
          <volume>3</volume>
          <isseue>8</isseue>
          <serno />
          <page>315-320</page>
          <pubilisher>한국정보처리학회</pubilisher>
          <doi><![CDATA[http://dx.doi.org/10.3745/KTSDE.2014.3.8.315]]></doi>"
ART002159189,,학위논문,"<title>컴퓨터 음악의 역사와 그에 반영된 테크놀로지에 관한 고찰</title>
          <author>최은영</author>
          <degree>석사</degree>
          <university>부산대학교 대학원</university>
          <department>음악학</department>
          <pubi-year>2007</pubi-year>"
ART002159189,,학술지(정기간행물),"<title>컴퓨터 음합성, 미디, 인터엑티브 시스템-컴퓨터음악의 현재-</title>
          <author>허영한</author>
          <journal-name>음악과 민족</journal-name>
          <pubi-year />
          <volume />
          <isseue>6</isseue>
          <serno />
          <page>-</page>
          <pubilisher>민족음악연구소</pubilisher>
          <doi />"
ART002159189,,학술지(정기간행물),"<title>From video games to artificial intelligence : Assigning copyright ownership to works generated by increasingly sophysticated computer programs</title>
          <author>Andrew J. Wu</author>
          <journal-name>AIPLA Q.J</journal-name>
          <pubi-year>1997</pubi-year>
          <volume>25</volume>
          <isseue />
          <serno />
          <page>131-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>Coding Creativity : Copyright and the artificially intelligent author</title>
          <author>Annemarie Bridy</author>
          <journal-name>Stan.Tech.L.Rev</journal-name>
          <pubi-year>2012</pubi-year>
          <volume>2012</volume>
          <isseue>5</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>New medium of expression : Introduction virtual reality and anticipating copyright issues</title>
          <author>GREG S. WEBER</author>
          <journal-name>J. Marshall J. Computer &amp; Info. L</journal-name>
          <pubi-year>1993</pubi-year>
          <volume>12</volume>
          <isseue />
          <serno />
          <page>175-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>Legal Personhood for Artificial Intelligences</title>
          <author>Lawrence B. Solum</author>
          <journal-name>N.C. L. REV</journal-name>
          <pubi-year>1992</pubi-year>
          <volume>70</volume>
          <isseue />
          <serno />
          <page>1231-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>Allocating Ownership Rights in Computer-Generated Works</title>
          <author>Pamela Samuelson</author>
          <journal-name>U. Pitt. L. Rev</journal-name>
          <pubi-year>1985</pubi-year>
          <volume>47</volume>
          <isseue />
          <serno />
          <page>1185-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>Copyright protection for Computer programs, databases, and computer-generated works: Is anythig new since CONTU?</title>
          <author>R. Miller</author>
          <journal-name>Harv.L.Rev</journal-name>
          <pubi-year>1993</pubi-year>
          <volume>106</volume>
          <isseue />
          <serno />
          <page>977-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>Artificial Intelligence and Authorship Rights</title>
          <author>Raquel Acosta</author>
          <journal-name>Harvard Journal of Law&amp;Technology</journal-name>
          <pubi-year>2012</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>Bridgeman Art Library, Ltd. v. Corel Corp.</title>
          <author>Robert C. Matz</author>
          <journal-name>Berkeley Tech. L.J</journal-name>
          <pubi-year>2000</pubi-year>
          <volume>15</volume>
          <isseue />
          <serno />
          <page>3-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>Hamlet II : The sequel? The rights of authors vs. Computer-generated “Read-Alike” works</title>
          <author>Tal Vigderson</author>
          <journal-name>Loy. L.A. L. Rev</journal-name>
          <pubi-year>1994</pubi-year>
          <volume>28</volume>
          <isseue />
          <serno />
          <page>401-</page>
          <pubilisher />
          <doi />"
ART002159189,,학술지(정기간행물),"<title>Can a Computer be an Author? Copyright Aspects of Artificial Intelligence</title>
          <author>Timothy L. Butler</author>
          <journal-name>CommEnt L.S</journal-name>
          <pubi-year>1981</pubi-year>
          <volume>4</volume>
          <isseue />
          <serno />
          <page>707-</page>
          <pubilisher />
          <doi />"
ART002159189,,기타자료,"<title>인공지능이 노래도 만든다…AI 작곡 음원 국내 첫 공개</title>
          <author>김은경</author>"
ART002159189,,기타자료,"<title>SW정책연구소, ‘AI시대, 지재권 보호 법률 제·개정 시급’</title>
          <author>김지선</author>"
ART002159189,,기타자료,"<title>창작하는 인공지능...그림 그리고 시, 소설 쓴다</title>
          <author>민세희</author>"
ART002159189,,기타자료,"<title>AI 화가·작곡가, 모방을 넘어 창조할 수 있을까?</title>
          <author>박지애</author>"
ART002159189,,기타자료,"<title>[카드뉴스] 그림도 그리는 구글 인공지능 ‘딥드림’</title>
          <author>오승주</author>"
ART002159189,,기타자료,"<title>소설쓰는 알파고는 없었다</title>
          <author>음성원</author>"
ART002159189,,기타자료,"<title>AI가 그린 그림 900만원에 팔려···예술 넘보는 인공지능</title>
          <author>이기준</author>"
ART002159189,,기타자료,"<title>일본, 인공지능(AI)이 만든 음악·소설·그림에 저작권 준다</title>
          <author>이춘규</author>"
ART002159189,,기타자료,"<title>인공지능이 만든 창작물 ‘저작물’ 인정되나</title>
          <author>이형근</author>"
ART002159189,,기타자료,"<title>[한수진 SBS 전망대] 인공지능 AI 작곡가, 표절걱정은 제로</title>
          <author>한수진</author>"
ART002159189,,기타자료,"<title>[중국] 中상하이 푸둥신구법원은 처음으로 온라인 게임을 영화와 유사한 저작물로 판정</title>
          <author>LIHUA</author>"
ART002159189,,기타자료,"<title>이젠 예술도 넘본다!” AI와 3D 프린터로 렘브란트 화풍의 그림 재현 성공</title>
          <author>IT World</author>"
ART002159189,,보고서,"<title>SIXTY-EIGHTH ANNUAL REPORT OF THE REGISTER OF COPYRIGHTS 7</title>
          <author>COPYRIGHT OFFICE</author>
          <pubilisher />
          <pubi-year>1966</pubi-year>
          <page>-</page>"
ART002159189,,기타자료,"<title>H.R. REP. NO. 1476, 94th Cong., 2d Sess. 116</title>
          <author />"
ART002159189,,기타자료,"<title>PREPARATORY DOCUMENT, DRAFT MODEL LAW ON COPYRIGHT(No. CD/MPC/III/2, Mar. 30, 1990)</title>
          <author>INTERNATIONAL BUREAU OF WIPO</author>"
ART002159189,,기타자료,"<title>INTELLECTUAL PROPERTY RIGHTS IN AN AGE OF ELECTRONICS AND INFORMATION</title>
          <author>OFFICE OF TECHNOLOGY ASSESSMENT</author>"
ART002159189,,보고서,"<title>OTA Report on Intellectual Property Rights in an Age of Electronics and Information</title>
          <author />
          <pubilisher />
          <pubi-year>1986</pubi-year>
          <page>-</page>"
ART002159189,,학술지(정기간행물),"<title>Register of Copyrights</title>
          <author>Ralph Oman</author>
          <journal-name>Pat., Trademark &amp; Copyright J. (BNA)</journal-name>
          <pubi-year>1993</pubi-year>
          <volume>46</volume>
          <isseue />
          <serno />
          <page>395-</page>
          <pubilisher />
          <doi />"
ART002159189,,기타자료,"<title>POSSIBLE PROTOCOL</title>
          <author>WIPO COMMITTEE OF EXPERTS</author>"
ART002159189,,보고서,"<title>REPORT ADOPTED BY THE COMMITTEE</title>
          <author>WIPO COMMITTEE OF EXPERTS</author>
          <pubilisher />
          <pubi-year>1990</pubi-year>
          <page>-</page>"
ART002159189,,기타자료,"<title>대법원 1995.11.14. 선고 96도2238 판결</title>
          <author />"
ART002159189,,기타자료,"<title>대법원 2014.12.11. 선고 2012도16066 판결</title>
          <author />"
ART002159189,,기타자료,"<title>서울고등법원 2014.1.9. 선고 2012나104825 판결</title>
          <author />"
ART002159189,,기타자료,"<title>서울북부지방법원 2008.12.30. 선고 2007가합5940 판결</title>
          <author />"
ART002159189,,기타자료,"<title>Burrow-Giles Lithographic Co.v. Sarony, 111 U.S. 53</title>
          <author />"
ART002159189,,기타자료,"<title>Emerson v. Davies, 8 F. Cas. 615, 619 No. 4436</title>
          <author />"
ART002159189,,기타자료,"<title>Williams Electronics, Inc. v. Artic International, Inc.685 F.2d 870</title>
          <author />"
ART002491597,,,"<reference refebibl-id=""REF051687642"" type-code=""03"" type-name=""단행본"">
          <title>약관규제법</title>
          <author>이은영</author>
          <pubilisher>박영사</pubilisher>
          <pubi-year>1994</pubi-year>
          <page>-</page>"
ART002491597,,단행본,"<title>약관규제의 입법</title>
          <author>약관법제정위원회 위원</author>
          <pubilisher>소비자 문제를 연구하는 시민의 모임</pubilisher>
          <pubi-year>1986</pubi-year>
          <page>-</page>"
ART002491597,,보고서,"<title>공유경제(Sharing Economy)의 미래와 성공조건</title>
          <author>김점산</author>
          <pubilisher />
          <pubi-year>2014</pubi-year>
          <page>-</page>"
ART002491597,ART001730853,학술지(정기간행물),"<title>“소비자분쟁해결기준”의 법적 성격 - 민사분쟁해결의 메카니즘을 통한 분석 -</title>
          <author>서희석</author>
          <journal-name>민사법학</journal-name>
          <pubi-year>2012</pubi-year>
          <volume>61</volume>
          <isseue />
          <serno />
          <page>299-332</page>
          <pubilisher>한국민사법학회</pubilisher>
          <doi />"
ART002491597,ART001692521,학술지(정기간행물),"<title>DCFR의 불공정조항 규정에 관한 고찰</title>
          <author>성준호</author>
          <journal-name>외법논집</journal-name>
          <pubi-year>2012</pubi-year>
          <volume>36</volume>
          <isseue>3</isseue>
          <serno />
          <page>19-43</page>
          <pubilisher>법학연구소</pubilisher>
          <doi><![CDATA[http://dx.doi.org/10.17257/hufslr.2012.36.3.19]]></doi>"
ART002491597,ART002402983,학술지(정기간행물),"<title>공유경제(Sharing Economy)의 규제방법 모색을 위한 시론적 연구</title>
          <author>송운강 ; 박용숙</author>
          <journal-name>강원법학</journal-name>
          <pubi-year>2018</pubi-year>
          <volume>55</volume>
          <isseue />
          <serno />
          <page>353-401</page>
          <pubilisher>비교법학연구소</pubilisher>
          <doi><![CDATA[http://dx.doi.org/10.18215/kwlr.2018.55..353]]></doi>"
ART002491597,ART002429006,학술지(정기간행물),"<title>공유경제 법안에 대한 고찰</title>
          <author>이병준</author>
          <journal-name>소비자법연구</journal-name>
          <pubi-year>2018</pubi-year>
          <volume>4</volume>
          <isseue>2</isseue>
          <serno />
          <page>63-86</page>
          <pubilisher>한국소비자법학회</pubilisher>
          <doi><![CDATA[http://dx.doi.org/10.22820/jcl.4.2.201809.63]]></doi>"
ART002491597,ART002066383,학술지(정기간행물),"<title>의외조항 내지 기습조항의 법률적 취급</title>
          <author>이병준</author>
          <journal-name>민사법학</journal-name>
          <pubi-year>2015</pubi-year>
          <volume>73</volume>
          <isseue />
          <serno />
          <page>223-261</page>
          <pubilisher>한국민사법학회</pubilisher>
          <doi />"
ART002491597,ART001658195,학술지(정기간행물),"<title>해외 소셜 네트워크 서비스이용약관의 약관규제법에 의한 내용통제 가능성: Facebook 게시물이용약관의 유효성을 중심으로</title>
          <author>이병준</author>
          <journal-name>소비자문제연구</journal-name>
          <pubi-year>2012</pubi-year>
          <volume />
          <isseue>41</isseue>
          <serno />
          <page>185-202</page>
          <pubilisher>한국소비자원</pubilisher>
          <doi><![CDATA[http://dx.doi.org/10.15723/jcps..41.201204.185]]></doi>"
ART002491597,,학술지(정기간행물),"<title>최근 EU위원회의 에어비앤비 약관 시정요구 동향과 시사점</title>
          <author>정신동</author>
          <journal-name>소비자정책 동향</journal-name>
          <pubi-year>2018</pubi-year>
          <volume />
          <isseue>95</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002491597,,기타자료,"<title>Private Law Perspectives on Platform Services</title>
          <author>Vanessa Mak</author>"
ART002491597,,기타자료,"<title>공정거래위원회 의결 제93-101호</title>
          <author />"
ART002491597,,기타자료,"<title>공정거래위원회 2016. 3. 4. 시정권고 제2016-005호</title>
          <author />"
ART002491597,,기타자료,"<title>공정거래위원회 2016. 11. 15. 의결 제2016-314호</title>
          <author />"
ART002491597,,기타자료,"<title>공정거래위원회 2017. 9. 26. 결정 제2017-066호</title>
          <author />"
ART002491597,,기타자료,"<title>대법원 1991. 3. 27. 선고 90다14478 판결</title>
          <author />"
ART002491597,,기타자료,"<title>대법원 1993. 4. 23. 선고 92다41719 판결</title>
          <author />"
ART002491597,,기타자료,"<title>대법원 2008. 12. 16. 선고 2007마1328 결정</title>
          <author />"
ART002491597,,기타자료,"<title>대법원 2010. 8. 26. 선고 2010다28185 판결</title>
          <author />"
ART002491597,,기타자료,"<title>대법원 2010. 10. 14. 선고 2008두23184 판결</title>
          <author />"
ART002491597,,기타자료,"<title>대법원 2012. 10. 25. 선고 2009다77754 판결</title>
          <author />"
ART002491597,,기타자료,"<title>온라인 서비스 이용자의 저작권 보호 및 콘텐츠 등에 대한 사업자의 책임 강화</title>
          <author>공정거래위원회</author>"
ART002491597,,기타자료,"<title>내국인도 도시 에어비앤비 이용...영업 180일⋅자가 주택 제한</title>
          <author />"
ART002491597,,기타자료,"<title>지난해 국내 에어비앤비 이용객 290만명...56%↑</title>
          <author />"
ART002491597,,기타자료,"<title>공정위 Vs 에어비앤비 ‘2차전’... “소비자 보호” Vs “한국만 예외 불가”</title>
          <author />"
ART002491597,,기타자료,"<title>‘공유경제’로 포장한 무허가 변종 숙박업</title>
          <author />"
ART003060075,,,"<reference refebibl-id=""REF070688927"" type-code=""03"" type-name=""단행본"">
          <title>민법의 세계</title>
          <author>양형우</author>
          <pubilisher>정독</pubilisher>
          <pubi-year>2022</pubi-year>
          <page>1616-</page>"
ART003060075,ART002945979,학술지(정기간행물),"<title>제조물책임 범위의 확장: SW와 AI의 적용가능성</title>
          <author>김윤명</author>
          <journal-name>정보화정책</journal-name>
          <pubi-year>2023</pubi-year>
          <volume>30</volume>
          <isseue>1</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
